filename,archiveType,proxyObservationType,units
NAm-LaTasajera.Biondi.2001.lpd,tree,EPS,NA
NAm-LaTasajera.Biondi.2001.lpd,tree,Core,NA
NAm-LittlePineLake.Gajewski.1988.lpd,lake sediment,GhostMeasured,NotApplicable
NAm-Manitoba.D'Arrigo.2006.lpd,tree,SampleCount,count
NAm-Manitoba.D'Arrigo.2006.lpd,tree,Segment,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,RingWidth,cm
NAm-Manitoba.D'Arrigo.2006.lpd,tree,Trsgi,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,TRW,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,Residual,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,ARS,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,Corrs,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,RBar,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,SD,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,SE,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,EPS,NA
NAm-Manitoba.D'Arrigo.2006.lpd,tree,Core,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,SampleCount,count
NAm-McGinnisTrail.Wiles.2013.lpd,tree,Segment,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,RingWidth,cm
NAm-McGinnisTrail.Wiles.2013.lpd,tree,Trsgi,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,TRW,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,Residual,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,ARS,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,Corrs,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,RBar,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,SD,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,SE,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,EPS,NA
NAm-McGinnisTrail.Wiles.2013.lpd,tree,Core,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,SampleCount,count
NAm-MeadowMountain.Wilson.2005.lpd,tree,Segment,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,Density,g/cm3
NAm-MeadowMountain.Wilson.2005.lpd,tree,MXD,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,Residual,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,ARS,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,Corrs,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,RBar,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,SD,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,SE,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,EPS,NA
NAm-MeadowMountain.Wilson.2005.lpd,tree,Core,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,SampleCount,count
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,Segment,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,Density,g/cm3
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,MXD,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,Residual,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,ARS,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,Corrs,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,RBar,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,SD,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,SE,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,EPS,NA
NAm-MedicineBowPeak.Briffa.1996.lpd,tree,Core,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,SampleCount,count
NAm-MedusaBay.Buckley.2003.lpd,tree,Segment,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,RingWidth,cm
NAm-MedusaBay.Buckley.2003.lpd,tree,Trsgi,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,TRW,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,Residual,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,ARS,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,Corrs,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,RBar,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,SD,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,SE,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,EPS,NA
NAm-MedusaBay.Buckley.2003.lpd,tree,Core,NA
NAm-MinersWell.Wiles.2000.lpd,tree,SampleCount,count
NAm-MinersWell.Wiles.2000.lpd,tree,Segment,NA
NAm-MinersWell.Wiles.2000.lpd,tree,RingWidth,cm
NAm-MinersWell.Wiles.2000.lpd,tree,Trsgi,NA
NAm-MinersWell.Wiles.2000.lpd,tree,TRW,NA
NAm-MinersWell.Wiles.2000.lpd,tree,Residual,NA
NAm-MinersWell.Wiles.2000.lpd,tree,ARS,NA
NAm-MinersWell.Wiles.2000.lpd,tree,Corrs,NA
NAm-MinersWell.Wiles.2000.lpd,tree,RBar,NA
NAm-MinersWell.Wiles.2000.lpd,tree,SD,NA
NAm-MinersWell.Wiles.2000.lpd,tree,SE,NA
NAm-MinersWell.Wiles.2000.lpd,tree,EPS,NA
NAm-MinersWell.Wiles.2000.lpd,tree,Core,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,SampleCount,count
NAm-MountAdamsLow.Peterson.1994.lpd,tree,Segment,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,RingWidth,cm
NAm-MountAdamsLow.Peterson.1994.lpd,tree,Trsgi,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,TRW,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,Residual,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,ARS,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,Corrs,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,RBar,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,SD,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,SE,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,EPS,NA
NAm-MountAdamsLow.Peterson.1994.lpd,tree,Core,NA
NAm-MountWashington.Graybill.1994.lpd,tree,SampleCount,count
NAm-MountWashington.Graybill.1994.lpd,tree,Segment,NA
NAm-MountWashington.Graybill.1994.lpd,tree,RingWidth,cm
NAm-MountWashington.Graybill.1994.lpd,tree,Trsgi,NA
NAm-MountWashington.Graybill.1994.lpd,tree,TRW,NA
NAm-MountWashington.Graybill.1994.lpd,tree,Residual,NA
NAm-MountWashington.Graybill.1994.lpd,tree,ARS,NA
NAm-MountWashington.Graybill.1994.lpd,tree,Corrs,NA
NAm-MountWashington.Graybill.1994.lpd,tree,RBar,NA
NAm-MountWashington.Graybill.1994.lpd,tree,SD,NA
NAm-MountWashington.Graybill.1994.lpd,tree,SE,NA
NAm-MountWashington.Graybill.1994.lpd,tree,EPS,NA
NAm-MountWashington.Graybill.1994.lpd,tree,Core,NA
NAm-MtLemon.Briffa.2002.lpd,tree,SampleCount,count
NAm-MtLemon.Briffa.2002.lpd,tree,Segment,NA
NAm-MtLemon.Briffa.2002.lpd,tree,Density,g/cm3
NAm-MtLemon.Briffa.2002.lpd,tree,MXD,NA
NAm-MtLemon.Briffa.2002.lpd,tree,Residual,NA
NAm-MtLemon.Briffa.2002.lpd,tree,ARS,NA
NAm-MtLemon.Briffa.2002.lpd,tree,Corrs,NA
NAm-MtLemon.Briffa.2002.lpd,tree,RBar,NA
NAm-MtLemon.Briffa.2002.lpd,tree,SD,NA
NAm-MtLemon.Briffa.2002.lpd,tree,SE,NA
NAm-MtLemon.Briffa.2002.lpd,tree,EPS,NA
NAm-MtLemon.Briffa.2002.lpd,tree,Core,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,SampleCount,count
NAm-MtStHelens.Briffa.1996.lpd,tree,Segment,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,Density,g/cm3
NAm-MtStHelens.Briffa.1996.lpd,tree,MXD,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,Residual,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,ARS,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,Corrs,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,RBar,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,SD,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,SE,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,EPS,NA
NAm-MtStHelens.Briffa.1996.lpd,tree,Core,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,SampleCount,count
NAm-NabesnaMine.Jacoby.2003.lpd,tree,Segment,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,Density,g/cm3
NAm-NabesnaMine.Jacoby.2003.lpd,tree,MXD,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,Residual,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,ARS,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,Corrs,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,RBar,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,SD,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,SE,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,EPS,NA
NAm-NabesnaMine.Jacoby.2003.lpd,tree,Core,NA
NAm-Nadahini.Luckman.2013.lpd,tree,SampleCount,count
NAm-Nadahini.Luckman.2013.lpd,tree,Segment,NA
NAm-Nadahini.Luckman.2013.lpd,tree,RingWidth,cm
NAm-Nadahini.Luckman.2013.lpd,tree,Trsgi,NA
NAm-Nadahini.Luckman.2013.lpd,tree,TRW,NA
NAm-Nadahini.Luckman.2013.lpd,tree,Residual,NA
NAm-Nadahini.Luckman.2013.lpd,tree,ARS,NA
NAm-Nadahini.Luckman.2013.lpd,tree,Corrs,NA
NAm-Nadahini.Luckman.2013.lpd,tree,RBar,NA
NAm-Nadahini.Luckman.2013.lpd,tree,SD,NA
NAm-Nadahini.Luckman.2013.lpd,tree,SE,NA
NAm-Nadahini.Luckman.2013.lpd,tree,EPS,NA
NAm-Nadahini.Luckman.2013.lpd,tree,Core,NA
NAm-Nakiska.Luckman.2001.lpd,tree,SampleCount,count
NAm-Nakiska.Luckman.2001.lpd,tree,Segment,NA
NAm-Nakiska.Luckman.2001.lpd,tree,RingWidth,cm
NAm-Nakiska.Luckman.2001.lpd,tree,Trsgi,NA
NAm-Nakiska.Luckman.2001.lpd,tree,TRW,NA
NAm-Nakiska.Luckman.2001.lpd,tree,Residual,NA
NAm-Nakiska.Luckman.2001.lpd,tree,ARS,NA
NAm-Nakiska.Luckman.2001.lpd,tree,Corrs,NA
NAm-Nakiska.Luckman.2001.lpd,tree,RBar,NA
NAm-Nakiska.Luckman.2001.lpd,tree,SD,NA
NAm-Nakiska.Luckman.2001.lpd,tree,SE,NA
NAm-Nakiska.Luckman.2001.lpd,tree,EPS,NA
NAm-Nakiska.Luckman.2001.lpd,tree,Core,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,SampleCount,count
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,Segment,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,Density,g/cm3
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,MXD,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,Residual,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,ARS,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,Corrs,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,RBar,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,SD,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,SE,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,EPS,NA
NAm-NorthernAlaskaComposite.D'Arrigo.2006.lpd,tree,Core,NA
NAm-OregonCaves.Ersek.2012.lpd,speleothem,D18O,permil
NAm-ParkMountain.Wilson.2005.lpd,tree,SampleCount,count
NAm-ParkMountain.Wilson.2005.lpd,tree,Segment,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,Density,g/cm3
NAm-ParkMountain.Wilson.2005.lpd,tree,MXD,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,Residual,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,ARS,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,Corrs,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,RBar,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,SD,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,SE,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,EPS,NA
NAm-ParkMountain.Wilson.2005.lpd,tree,Core,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,SampleCount,count
NAm-PearlPeak.Graybill.1994.lpd,tree,Segment,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,RingWidth,cm
NAm-PearlPeak.Graybill.1994.lpd,tree,Trsgi,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,TRW,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,Residual,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,ARS,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,Corrs,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,RBar,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,SD,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,SE,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,EPS,NA
NAm-PearlPeak.Graybill.1994.lpd,tree,Core,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,Segment,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,MXD,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,Residual,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,ARS,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,RBar,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,SD,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,SE,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,EPS,NA
NAm-PethaiPeninsula.Schweingruber.1996.lpd,tree,Core,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-PeytoLake.Schweingruber.1996.lpd,tree,Segment,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-PeytoLake.Schweingruber.1996.lpd,tree,MXD,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,Residual,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,ARS,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,RBar,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,SD,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,SE,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,EPS,NA
NAm-PeytoLake.Schweingruber.1996.lpd,tree,Core,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,SampleCount,count
NAm-PikePeaks.Harlan.1996.lpd,tree,Segment,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,Density,g/cm3
NAm-PikePeaks.Harlan.1996.lpd,tree,MXD,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,Residual,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,ARS,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,Corrs,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,RBar,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,SD,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,SE,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,EPS,NA
NAm-PikePeaks.Harlan.1996.lpd,tree,Core,NA
NAm-Pintlers.Littell.2011.lpd,tree,Trsgi,NA
NAm-Pintlers.Littell.2011.lpd,tree,TRW,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,SampleCount,count
NAm-PintlersTwo.Littell.2011.lpd,tree,Segment,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,RingWidth,cm
NAm-PintlersTwo.Littell.2011.lpd,tree,Trsgi,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,TRW,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,Residual,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,ARS,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,Corrs,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,RBar,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,SD,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,SE,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,EPS,NA
NAm-PintlersTwo.Littell.2011.lpd,tree,Core,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,SampleCount,count
NAm-PowderRiverPass.Briffa.1996.lpd,tree,Segment,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,Density,g/cm3
NAm-PowderRiverPass.Briffa.1996.lpd,tree,MXD,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,Residual,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,ARS,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,Corrs,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,RBar,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,SD,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,SE,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,EPS,NA
NAm-PowderRiverPass.Briffa.1996.lpd,tree,Core,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,SampleCount,count
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,Segment,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,RingWidth,cm
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,Trsgi,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,TRW,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,Residual,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,ARS,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,Corrs,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,RBar,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,SD,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,SE,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,EPS,NA
NAm-PrinceWilliamSound.Barclay.1999.lpd,tree,Core,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,SampleCount,count
NAm-PyramidMountain.Luckman.2001.lpd,tree,Segment,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,RingWidth,cm
NAm-PyramidMountain.Luckman.2001.lpd,tree,Trsgi,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,TRW,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,Residual,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,ARS,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,Corrs,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,RBar,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,SD,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,SE,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,EPS,NA
NAm-PyramidMountain.Luckman.2001.lpd,tree,Core,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,SampleCount,count
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,Segment,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,Density,g/cm3
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,MXD,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,Residual,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,ARS,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,Corrs,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,RBar,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,SD,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,SE,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,EPS,NA
NAm-RedMountainPassSilverton.Graybill.1994.lpd,tree,Core,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,SampleCount,count
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,Segment,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,RingWidth,cm
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,Trsgi,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,TRW,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,Residual,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,ARS,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,Corrs,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,RBar,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,SD,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,SE,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,EPS,NA
NAm-RockGlacierYukon.Kenigsberg.2013.lpd,tree,Core,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,SampleCount,count
NAm-RoweLakes.Colenutt.2011.lpd,tree,Segment,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,RingWidth,cm
NAm-RoweLakes.Colenutt.2011.lpd,tree,Trsgi,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,TRW,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,Residual,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,ARS,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,Corrs,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,RBar,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,SD,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,SE,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,EPS,NA
NAm-RoweLakes.Colenutt.2011.lpd,tree,Core,NA
NAm-RubyLake.Gajewski.1988.lpd,lake sediment,GhostMeasured,NotApplicable
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,SampleCount,count
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,Segment,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,RingWidth,cm
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,Trsgi,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,TRW,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,Residual,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,ARS,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,Corrs,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,RBar,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,SD,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,SE,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,EPS,NA
NAm-SanFrancisoPeaksUpdate.Graybill.2005.lpd,tree,Core,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,SampleCount,count
NAm-ScatterLake.Graumlich.2003.lpd,tree,Segment,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,RingWidth,cm
NAm-ScatterLake.Graumlich.2003.lpd,tree,Trsgi,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,TRW,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,Residual,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,ARS,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,Corrs,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,RBar,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,SD,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,SE,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,EPS,NA
NAm-ScatterLake.Graumlich.2003.lpd,tree,Core,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,SampleCount,count
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,Segment,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,RingWidth,cm
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,Trsgi,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,TRW,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,Residual,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,ARS,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,Corrs,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,RBar,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,SD,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,SE,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,EPS,NA
NAm-SettlementPointAfognakIsland.Harlan.1998.lpd,tree,Core,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,SampleCount,count
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,Segment,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,Density,g/cm3
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,MXD,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,Residual,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,ARS,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,Corrs,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,RBar,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,SD,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,SE,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,EPS,NA
NAm-SewardComposite.D'Arrigo.2006.lpd,tree,Core,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,SampleCount,count
NAm-SheepMountain.Graybill.1995.lpd,tree,Segment,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,RingWidth,cm
NAm-SheepMountain.Graybill.1995.lpd,tree,Trsgi,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,TRW,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,Residual,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,ARS,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,Corrs,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,RBar,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,SD,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,SE,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,EPS,NA
NAm-SheepMountain.Graybill.1995.lpd,tree,Core,NA
